customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,Churn_Probability,Predicted_Churn,Risk_Level,Customer_Segment,Retention_Priority,Top_SHAP_Drivers,SHAP_Values,SHAP_Directions,Final_Retention_Action
4376-KFVRS,Male,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),114.05,8468.2,No,0.0041972185,0,Low,0.0,Low,tenure | Contract Month-to-month | Contract Two year | OnlineSecurity No | Contract One year,-1.4373 | -1.1265 | -0.8457 | -0.4957 | -0.3057,Reduces churn risk | Reduces churn risk | Reduces churn risk | Reduces churn risk | Reduces churn risk,Maintain regular engagement; Review pricing
4256-ZWTZI,Female,0,No,Yes,5,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,51.0,286.8,No,0.45835567,0,Medium,1.0,Medium,Contract Month-to-month | tenure | TechSupport No | PaymentMethod Electronic check | InternetService Fiber optic,0.546 | 0.4905 | -0.3265 | -0.3085 | -0.2056,Increases churn risk | Increases churn risk | Reduces churn risk | Reduces churn risk | Reduces churn risk,Proactive retention communication; Offer long-term contract incentive; Provide new-customer support; Promote online security
9537-VHDTA,Female,0,No,Yes,1,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,51.2,51.2,No,0.30752373,0,Low,1.0,Low,tenure | OnlineSecurity No | Contract Month-to-month | PaperlessBilling No | TotalCharges,0.8463 | -0.6837 | 0.552 | -0.2775 | 0.2423,Increases churn risk | Reduces churn risk | Increases churn risk | Reduces churn risk | Increases churn risk,Maintain regular engagement; Offer long-term contract incentive; Provide new-customer support; Offer technical support
2754-XBHTB,Female,0,No,No,9,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),77.65,714.15,Yes,0.68336266,1,Medium,1.0,Medium,Contract Month-to-month | PaymentMethod Electronic check | OnlineSecurity No | InternetService Fiber optic | MultipleLines No,0.647 | -0.3752 | 0.1809 | 0.1661 | -0.1509,Increases churn risk | Reduces churn risk | Increases churn risk | Increases churn risk | Reduces churn risk,Proactive retention communication; Offer long-term contract incentive; Promote online security; Offer technical support
5975-BAICR,Male,0,Yes,Yes,36,Yes,No,DSL,Yes,No,Yes,No,No,Yes,One year,Yes,Credit card (automatic),63.7,2188.5,No,0.04684205,0,Low,1.0,Low,Contract Month-to-month | tenure | OnlineSecurity No | MonthlyCharges | PaymentMethod Electronic check,-0.7642 | -0.4472 | -0.3614 | -0.2784 | -0.2407,Reduces churn risk | Reduces churn risk | Reduces churn risk | Reduces churn risk | Reduces churn risk,Maintain regular engagement; Offer technical support
3301-VKTGC,Male,0,Yes,Yes,68,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,One year,Yes,Bank transfer (automatic),85.5,5696.6,No,0.034246113,0,Low,0.0,Low,Contract Month-to-month | tenure | OnlineSecurity No | StreamingMovies Yes | PaymentMethod Electronic check,-0.9556 | -0.673 | -0.4668 | -0.4429 | -0.2749,Reduces churn risk | Reduces churn risk | Reduces churn risk | Reduces churn risk | Reduces churn risk,Maintain regular engagement; Offer technical support; Review pricing
2877-VDUER,Female,0,Yes,Yes,35,No,No phone service,DSL,No,No,No,Yes,Yes,No,One year,No,Mailed check,40.9,1383.6,No,0.03533964,0,Low,1.0,Low,Contract Month-to-month | tenure | MonthlyCharges | StreamingMovies Yes | TechSupport No,-1.0042 | -0.4335 | -0.4118 | -0.3231 | -0.2744,Reduces churn risk | Reduces churn risk | Reduces churn risk | Reduces churn risk | Reduces churn risk,Maintain regular engagement; Promote online security
7717-BICXI,Male,0,Yes,Yes,60,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.55,1205.05,No,0.0023922487,0,Low,1.0,Low,Contract Month-to-month | Contract Two year | tenure | MonthlyCharges | OnlineSecurity No,-1.0869 | -0.7768 | -0.6574 | -0.5892 | -0.4192,Reduces churn risk | Reduces churn risk | Reduces churn risk | Reduces churn risk | Reduces churn risk,Maintain regular engagement
0562-FGDCR,Female,0,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,Two year,No,Mailed check,74.55,5430.65,No,0.0027666867,0,Low,0.0,Low,tenure | Contract Month-to-month | Contract Two year | OnlineSecurity No | TotalCharges,-1.6647 | -0.9685 | -0.7375 | -0.3898 | -0.2714,Reduces churn risk | Reduces churn risk | Reduces churn risk | Reduces churn risk | Reduces churn risk,Maintain regular engagement
3705-PSNGL,Male,0,No,No,45,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,20.4,930.45,Yes,0.0064022406,0,Low,1.0,Low,Contract Month-to-month | MonthlyCharges | tenure | OnlineSecurity No | TechSupport No,-1.0319 | -0.9144 | -0.7408 | -0.4908 | -0.3606,Reduces churn risk | Reduces churn risk | Reduces churn risk | Reduces churn risk | Reduces churn risk,Maintain regular engagement
0048-LUMLS,Male,0,Yes,Yes,37,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,One year,No,Credit card (automatic),91.2,3247.55,No,0.19324492,0,Low,0.0,Low,Contract Month-to-month | tenure | PaymentMethod Electronic check | PaperlessBilling No | StreamingMovies Yes,-1.0055 | -0.4067 | -0.2291 | -0.1881 | 0.1737,Reduces churn risk | Reduces churn risk | Reduces churn risk | Reduces churn risk | Increases churn risk,Maintain regular engagement; Promote online security; Offer technical support; Review pricing
6497-TILVL,Female,0,Yes,Yes,7,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,50.7,350.35,No,0.11261734,0,Low,1.0,Low,Contract Month-to-month | OnlineSecurity No | PaymentMethod Electronic check | MonthlyCharges | InternetService Fiber optic,0.4624 | -0.4456 | -0.2804 | -0.2663 | -0.2339,Increases churn risk | Reduces churn risk | Reduces churn risk | Reduces churn risk | Reduces churn risk,Maintain regular engagement; Offer long-term contract incentive; Offer technical support
2108-YKQTY,Female,0,No,No,4,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),50.7,151.3,Yes,0.2211523,0,Low,1.0,Low,Contract Month-to-month | PaperlessBilling No | OnlineBackup No | MonthlyCharges | PaymentMethod Electronic check,0.4952 | -0.3553 | -0.3086 | -0.2411 | -0.2064,Increases churn risk | Reduces churn risk | Reduces churn risk | Reduces churn risk | Reduces churn risk,Maintain regular engagement; Offer long-term contract incentive; Provide new-customer support; Promote online security; Offer technical support
3658-KIBGF,Female,0,No,No,1,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,54.9,54.9,Yes,0.6486394,1,Medium,1.0,Medium,tenure | Contract Month-to-month | OnlineSecurity No | InternetService Fiber optic | MonthlyCharges,0.7842 | 0.6006 | -0.4187 | -0.307 | -0.2384,Increases churn risk | Increases churn risk | Reduces churn risk | Reduces churn risk | Reduces churn risk,Proactive retention communication; Offer long-term contract incentive; Provide new-customer support; Offer technical support
5482-NUPNA,Female,0,No,No,4,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,60.4,272.15,Yes,0.14810644,0,Low,1.0,Low,OnlineSecurity No | MonthlyCharges | Contract Month-to-month | TechSupport No | PaymentMethod Electronic check,-0.4831 | -0.4782 | 0.4686 | -0.2858 | -0.2552,Reduces churn risk | Reduces churn risk | Increases churn risk | Reduces churn risk | Reduces churn risk,Maintain regular engagement; Offer long-term contract incentive; Provide new-customer support
7410-KTVFV,Male,0,Yes,No,18,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,49.55,878.35,Yes,0.11115132,0,Low,1.0,Low,tenure | PaymentMethod Electronic check | Contract Month-to-month | InternetService DSL | InternetService Fiber optic,-0.507 | -0.4832 | 0.4103 | -0.2619 | -0.2532,Reduces churn risk | Reduces churn risk | Increases churn risk | Reduces churn risk | Reduces churn risk,Maintain regular engagement; Offer long-term contract incentive; Promote online security; Offer technical support
9033-EOXWV,Female,0,No,No,12,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,One year,No,Mailed check,74.05,872.65,Yes,0.08349708,0,Low,1.0,Low,Contract Month-to-month | TechSupport No | PaperlessBilling No | OnlineSecurity No | PaymentMethod Electronic check,-1.1778 | -0.2558 | -0.2401 | 0.2063 | -0.1996,Reduces churn risk | Reduces churn risk | Reduces churn risk | Increases churn risk | Reduces churn risk,Maintain regular engagement; Promote online security
8821-XNHVZ,Female,0,Yes,Yes,1,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,80.05,80.05,Yes,0.82245374,1,High,1.0,Critical,tenure | Contract Month-to-month | TotalCharges | OnlineSecurity No | PaymentMethod Electronic check,0.9139 | 0.6809 | 0.3735 | 0.2405 | -0.2002,Increases churn risk | Increases churn risk | Increases churn risk | Increases churn risk | Reduces churn risk,Immediate personal outreach; Offer long-term contract incentive; Provide new-customer support; Promote online security; Offer technical support; Review pricing
8224-KDLKN,Male,0,Yes,Yes,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),25.0,1738.9,No,0.0013233848,0,Low,1.0,Low,tenure | Contract Month-to-month | Contract Two year | TotalCharges | OnlineSecurity No,-1.6276 | -1.1621 | -0.7401 | -0.5878 | -0.446,Reduces churn risk | Reduces churn risk | Reduces churn risk | Reduces churn risk | Reduces churn risk,Maintain regular engagement
4825-FUREZ,Male,0,Yes,No,42,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,20.25,835.5,No,0.006482076,0,Low,1.0,Low,Contract Month-to-month | Contract Two year | MonthlyCharges | tenure | OnlineSecurity No,-1.1411 | -0.7226 | -0.5357 | -0.513 | -0.3849,Reduces churn risk | Reduces churn risk | Reduces churn risk | Reduces churn risk | Reduces churn risk,Maintain regular engagement
7534-BFESC,Male,1,No,No,24,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,76.1,1712.7,Yes,0.7351165,1,High,1.0,Critical,Contract Month-to-month | PaymentMethod Electronic check | TotalCharges | MonthlyCharges | OnlineSecurity No,0.6631 | 0.3332 | -0.3113 | -0.2357 | 0.2216,Increases churn risk | Increases churn risk | Reduces churn risk | Reduces churn risk | Increases churn risk,Priority retention outreach; Offer long-term contract incentive; Promote online security; Offer technical support
9138-EFSMO,Male,0,Yes,Yes,26,Yes,No,Fiber optic,No,No,No,No,No,Yes,One year,No,Bank transfer (automatic),78.95,2034.25,No,0.11485431,0,Low,1.0,Low,Contract Month-to-month | PaperlessBilling No | tenure | TotalCharges | PaymentMethod Electronic check,-1.0807 | -0.3433 | -0.3183 | -0.26 | -0.2472,Reduces churn risk | Reduces churn risk | Reduces churn risk | Reduces churn risk | Reduces churn risk,Maintain regular engagement; Promote online security; Offer technical support
4227-OJHAL,Female,0,Yes,Yes,68,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,No,One year,Yes,Credit card (automatic),73.0,5163.0,No,0.053966306,0,Low,0.0,Low,Contract Month-to-month | tenure | StreamingMovies Yes | OnlineSecurity No | PaymentMethod Electronic check,-0.9943 | -0.422 | -0.3717 | -0.3261 | -0.233,Reduces churn risk | Reduces churn risk | Reduces churn risk | Reduces churn risk | Reduces churn risk,Maintain regular engagement; Offer technical support
7279-NMVJC,Female,0,No,No,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),19.9,323.15,No,0.12664191,0,Low,1.0,Low,Contract Month-to-month | PaymentMethod Bank transfer (automatic) | OnlineSecurity No | TotalCharges | Contract One year,-1.3231 | 0.4432 | -0.3403 | 0.3199 | -0.1794,Reduces churn risk | Increases churn risk | Reduces churn risk | Increases churn risk | Reduces churn risk,Maintain regular engagement
8591-TKMZH,Male,0,Yes,Yes,59,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Mailed check,111.1,6555.2,No,0.014933302,0,Low,0.0,Low,Contract Month-to-month | Contract Two year | OnlineSecurity No | tenure | Dependents No,-0.797 | -0.6395 | -0.4023 | -0.3848 | -0.3717,Reduces churn risk | Reduces churn risk | Reduces churn risk | Reduces churn risk | Reduces churn risk,Maintain regular engagement; Review pricing
9283-LZQOH,Male,0,Yes,Yes,13,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),74.4,896.75,Yes,0.40653464,0,Medium,1.0,Medium,Contract Month-to-month | PaymentMethod Electronic check | PaymentMethod Credit card (automatic) | Dependents No | InternetService Fiber optic,0.5554 | -0.4261 | -0.3483 | -0.3074 | 0.2269,Increases churn risk | Reduces churn risk | Reduces churn risk | Reduces churn risk | Increases churn risk,Proactive retention communication; Offer long-term contract incentive; Promote online security; Offer technical support
3594-IVHJZ,Female,0,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.45,42.45,No,0.08810584,0,Low,1.0,Low,OnlineSecurity No | MonthlyCharges | Contract Month-to-month | TechSupport No | InternetService Fiber optic,-0.6073 | -0.5728 | 0.5286 | -0.4519 | -0.2242,Reduces churn risk | Reduces churn risk | Increases churn risk | Reduces churn risk | Reduces churn risk,Maintain regular engagement; Offer long-term contract incentive; Provide new-customer support
1945-XISKS,Female,0,Yes,No,67,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.65,1335.2,No,0.00592902,0,Low,1.0,Low,Contract Month-to-month | Contract Two year | tenure | OnlineSecurity No | TechSupport No,-1.3542 | -0.7785 | -0.5895 | -0.3916 | -0.2219,Reduces churn risk | Reduces churn risk | Reduces churn risk | Reduces churn risk | Reduces churn risk,Maintain regular engagement
4359-INNWN,Female,0,No,No,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),20.05,337.9,No,0.013020808,0,Low,1.0,Low,Contract Month-to-month | MonthlyCharges | OnlineSecurity No | PaymentMethod Credit card (automatic) | TechSupport No,-1.2971 | -0.5586 | -0.366 | -0.2574 | -0.2221,Reduces churn risk | Reduces churn risk | Reduces churn risk | Reduces churn risk | Reduces churn risk,Maintain regular engagement
7649-SIJJF,Male,0,Yes,No,71,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Mailed check,80.1,5585.4,No,0.0032028302,0,Low,0.0,Low,tenure | Contract Month-to-month | Contract Two year | OnlineSecurity No | TotalCharges,-1.2118 | -0.8946 | -0.7602 | -0.5001 | -0.3671,Reduces churn risk | Reduces churn risk | Reduces churn risk | Reduces churn risk | Reduces churn risk,Maintain regular engagement; Review pricing
9254-RBFON,Female,0,Yes,Yes,17,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,No,Bank transfer (automatic),98.6,1704.95,Yes,0.20407133,0,Low,1.0,Low,Contract Month-to-month | MonthlyCharges | TotalCharges | PaperlessBilling No | PaymentMethod Electronic check,-1.1356 | 0.5266 | -0.2524 | -0.2517 | -0.2164,Reduces churn risk | Increases churn risk | Reduces churn risk | Reduces churn risk | Reduces churn risk,Maintain regular engagement; Promote online security; Review pricing
0970-ETWGE,Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,89.55,89.55,Yes,0.9068545,1,High,1.0,Critical,tenure | Contract Month-to-month | OnlineSecurity No | MultipleLines No | TechSupport No,1.0392 | 0.672 | 0.2628 | -0.2467 | 0.1853,Increases churn risk | Increases churn risk | Increases churn risk | Reduces churn risk | Increases churn risk,Immediate personal outreach; Offer long-term contract incentive; Provide new-customer support; Promote online security; Offer technical support; Review pricing
7762-ONLJY,Female,0,Yes,Yes,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.7,94.45,No,0.023675084,0,Low,1.0,Low,Contract Month-to-month | OnlineSecurity No | MonthlyCharges | TechSupport No | PaperlessBilling No,-1.314 | -0.4378 | -0.3729 | -0.2443 | -0.2038,Reduces churn risk | Reduces churn risk | Reduces churn risk | Reduces churn risk | Reduces churn risk,Maintain regular engagement; Provide new-customer support
6710-HSJRD,Male,0,Yes,No,61,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,114.1,7132.15,No,0.3053119,0,Low,0.0,Low,tenure | TechSupport No | Contract Month-to-month | TotalCharges | OnlineSecurity No,-1.0725 | -0.5903 | 0.3793 | -0.2939 | 0.2433,Reduces churn risk | Reduces churn risk | Increases churn risk | Reduces churn risk | Increases churn risk,Maintain regular engagement; Offer long-term contract incentive; Promote online security; Review pricing
8873-GLDMH,Female,0,No,No,6,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,73.85,401.3,No,0.8211147,1,High,1.0,Critical,Contract Month-to-month | tenure | PaymentMethod Electronic check | OnlineSecurity No | InternetService Fiber optic,0.6904 | 0.4042 | -0.2952 | 0.2712 | 0.2547,Increases churn risk | Increases churn risk | Reduces churn risk | Increases churn risk | Increases churn risk,Immediate personal outreach; Offer long-term contract incentive; Provide new-customer support; Promote online security; Offer technical support
9907-SWKKF,Female,1,No,No,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,25.05,25.05,Yes,0.82087696,1,High,1.0,Critical,tenure | SeniorCitizen | Contract Month-to-month | TotalCharges | MonthlyCharges,0.9394 | 0.7712 | 0.5828 | 0.326 | -0.289,Increases churn risk | Increases churn risk | Increases churn risk | Increases churn risk | Reduces churn risk,Immediate personal outreach; Offer long-term contract incentive; Provide new-customer support; Promote online security; Offer technical support
4658-HCOHW,Female,0,Yes,Yes,21,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,102.8,2110.15,Yes,0.51411796,1,Medium,1.0,Medium,Contract Month-to-month | TechSupport No | MultipleLines No | OnlineBackup No | MonthlyCharges,0.4713 | -0.4645 | -0.2529 | -0.2459 | 0.2207,Increases churn risk | Reduces churn risk | Reduces churn risk | Reduces churn risk | Increases churn risk,Proactive retention communication; Offer long-term contract incentive; Promote online security; Review pricing
